path,titleText,Category,Distillery,Bottler,Bottling serie,Stated Age,Cask Type,Strength,Size,Label,Image URL,TASTINGTAGS
"Scotland/Speyside","Aberlour 18-year-old","Single Malt","Aberlour","Distillery Bottling","","18 years old","Sherry Casks","43.0 % Vol.","500 ml","","https://static.whiskybase.com/storage/whiskies/1/1/7552/208121-big.jpg","Dried Fruit/ Chocolate/ New Wood/ Sherried/ Leathery/ Honey/ Tobacco/ Cooked Mash/ Yeasty/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Vegetable/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Husky/ Kippery/ Leafy/ Malt Extract/ Medicinal/ Mossy/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Smokey/ Solvent/ Sweaty/ Toasted/ Vanilla/ Vegetative"
"Scotland/Speyside","Aberlour 16-year-old","Single Malt","Aberlour","Distillery Bottling","Double Cask Matured","16 years old","Oak & Sherry Casks","43.0 % Vol.","700 ml","New Label 2019 -","https://static.whiskybase.com/storage/whiskies/2/3/7130/441412-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"Scotland/Speyside","Aberlour 18-year-old","Single Malt","Aberlour","Distillery Bottling","Double Sherry Cask Finish","18 years old","Am. & Eur. Oak + 1st-Fill PX & Oloroso Finish","43.0 % Vol.","700 ml","","https://static.whiskybase.com/storage/whiskies/2/3/7131/424101-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"Scotland/Speyside","Aberlour Casg Annamh","Single Malt","Aberlour","Distillery Bottling","Batch Release","","American and Sherry Oak Cask","48.0 % Vol.","700 ml","","https://static.whiskybase.com/storage/whiskies/2/0/2405/363739-big.jpg","Dried Fruit/ New Wood/ Vanilla/ Chocolate/ Citric/ Honey/ Malt Extract/ Nutty/ Oily/ Sherried/ Cooked Fruit/ Fragant/ Fresh Fruit/ Medicinal/ Solvent/ Coal-gas/ Cooked Mash/ Cooked Vegetable/ Green-House/ Hay-like/ Husky/ Kippery/ Leafy/ Leathery/ Mossy/ Old Wood/ Plastic/ Rubbery/ Sandy/ Smokey/ Sweaty/ Toasted/ Tobacco/ Vegetative/ Yeasty"
"Scotland/Speyside","Aberlour 14-year-old","Single Malt","Aberlour","Distillery Bottling","Double Cask Matured","14 years old","American Oak, Oloroso Sherry","40.0 % Vol.","700 ml","","https://static.whiskybase.com/storage/whiskies/2/3/7128/424097-big.jpg","Dried Fruit/ Chocolate/ Fresh Fruit/ Honey/ Sherried/ Tobacco/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Fragant/ Green-House/ Hay-like/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Smokey/ Solvent/ Sweaty/ Toasted/ Vanilla/ Vegetative/ Yeasty"
"India","Amrut Cask Strength","Single Malt","Amrut","Distillery Bottling","","","Barrel","61.8 % Vol.","700 ml 700 ml","","https://static.whiskybase.com/storage/whiskies/1/4/5274/258772-big.jpg","Citric/ Fresh Fruit/ Malt Extract/ New Wood/ Toasted/ Vanilla/ Coal-gas/ Cooked Fruit/ Hay-like/ Kippery/ Medicinal/ Mossy/ Oily/ Old Wood/ Rubbery/ Sherried/ Smokey/ Sweaty/ Tobacco/ Chocolate/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Green-House/ Honey/ Husky/ Leafy/ Leathery/ Nutty/ Plastic/ Sandy/ Solvent/ Vegetative/ Yeasty"
"Scotland/Speyside","Aberlour Casg Annamh","Single Malt","Aberlour","Distillery Bottling","Batch Release","","2 types American oak, Oloroso sherry","48.0 % Vol.","700 ml 1000 ml","","https://static.whiskybase.com/storage/whiskies/2/1/6802/396563-big.jpg","Dried Fruit/ Sherried/ Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"Scotland/Speyside","Aberlour Casg Annamh","Single Malt","Aberlour","Distillery Bottling","Batch Release","","American Oak and Sherry","48.0 % Vol.","700 ml","","https://static.whiskybase.com/storage/whiskies/2/3/5293/434914-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"Scotland/Speyside","Aberlour Casg Annamh","Single Malt","Aberlour","Distillery Bottling","Batch Release","","American & Sherry Oak Casks","48.0 % Vol.","700 ml","","https://static.whiskybase.com/storage/whiskies/1/8/3005/324073-big.jpg","Chocolate/ Cooked Fruit/ Hay-like/ Green-House/ Fresh Fruit/ Husky/ Leafy/ Mossy/ New Wood/ Nutty/ Sherried/ Vanilla/ Coal-gas/ Citric/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Honey/ Kippery/ Leathery/ Malt Extract/ Medicinal/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vegetative/ Yeasty"
"India","Amrut Fusion","Single Malt","Amrut","Distillery Bottling","","","","50.0 % Vol.","700 ml","","https://static.whiskybase.com/storage/whiskies/2/4/1238/432384-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"India","Amrut Indian Single Malt Whisky","Single Malt","Amrut","Distillery Bottling","","","Oak Barrels","46.0 % Vol.","700 ml 700 ml 700 ml","New Label 2018","https://static.whiskybase.com/storage/whiskies/1/3/8244/233284-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"Scotland/Highlands","anCnoc 18-year-old","Single Malt","Knockdhu","Distillery Bottling","","18 years old","Bourbon & Sherry","46.0 % Vol.","700 ml","","https://static.whiskybase.com/storage/whiskies/6/3/017/397016-big.jpg","Malt Extract/ Dried Fruit/ Honey/ Vanilla/ Citric/ Chocolate/ Old Wood/ Sherried/ Cooked Fruit/ Nutty/ Fresh Fruit/ Husky/ Toasted/ Yeasty/ Cooked Vegetable/ Leathery/ Fragant/ Coal-gas/ Cooked Mash/ Green-House/ Hay-like/ Kippery/ Leafy/ Medicinal/ Mossy/ New Wood/ Oily/ Plastic/ Rubbery/ Sandy/ Smokey/ Solvent/ Sweaty/ Tobacco/ Vegetative"
"Scotland/Highlands","anCnoc 12-year-old","Single Malt","Knockdhu","Distillery Bottling","","12 years old","","40.0 % Vol.","700 ml","","https://static.whiskybase.com/storage/whiskies/2/3/9/54814-big.jpg","Fresh Fruit/ Honey/ Citric/ Vanilla/ New Wood/ Malt Extract/ Hay-like/ Solvent/ Yeasty/ Chocolate/ Fragant/ Leafy/ Green-House/ Leathery/ Dried Fruit/ Nutty/ Oily/ Old Wood/ Sandy/ Cooked Fruit/ Coal-gas/ Cooked Mash/ Cooked Vegetable/ Husky/ Kippery/ Medicinal/ Mossy/ Plastic/ Rubbery/ Sherried/ Smokey/ Sweaty/ Toasted/ Tobacco/ Vegetative"
"India","Amrut Peated Indian","Single Malt","Amrut","Distillery Bottling","Cask Strength","","Oak Barrels","62.8 % Vol.","700 ml 700 ml","","https://static.whiskybase.com/storage/whiskies/1/4/5272/271693-big.jpg","Green-House/ Cooked Fruit/ Cooked Vegetable/ Fragant/ Fresh Fruit/ Hay-like/ Honey/ Leathery/ New Wood/ Smokey/ Tobacco/ Chocolate/ Citric/ Coal-gas/ Dried Fruit/ Kippery/ Medicinal/ Mossy/ Nutty/ Oily/ Old Wood/ Plastic/ Solvent/ Sweaty/ Vanilla/ Yeasty/ Malt Extract/ Cooked Mash/ Husky/ Leafy/ Rubbery/ Sandy/ Sherried/ Toasted/ Vegetative"
"India","Amrut Peated Indian","Single Malt","Amrut","Distillery Bottling","","","Oak Barrels","46.0 % Vol.","700 ml","New label (2019)","https://static.whiskybase.com/storage/whiskies/1/5/0534/254736-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"Scotland/Highlands","anCnoc 24-year-old","Single Malt","Knockdhu","Distillery Bottling","","24 years old","","46.0 % Vol.","700 ml","","https://static.whiskybase.com/storage/whiskies/6/6/989/270671-big.jpg","Citric/ Dried Fruit/ Chocolate/ Vanilla/ Honey/ Malt Extract/ Nutty/ Sherried/ Cooked Fruit/ Leathery/ New Wood/ Old Wood/ Toasted/ Yeasty/ Coal-gas/ Cooked Mash/ Cooked Vegetable/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Husky/ Kippery/ Leafy/ Medicinal/ Mossy/ Oily/ Plastic/ Rubbery/ Sandy/ Smokey/ Solvent/ Sweaty/ Tobacco/ Vegetative"
"Scotland/Highlands","anCnoc Sherry Cask Finish","Single Malt","Knockdhu","Distillery Bottling","Peated Edition","","Sherry Finish","43.0 % Vol.","700 ml","","https://static.whiskybase.com/storage/whiskies/2/3/4986/429641-big.jpg","Medicinal/ Fresh Fruit/ Honey/ Malt Extract/ Chocolate/ Citric/ Coal-gas/ Cooked Mash/ Kippery/ New Wood/ Cooked Fruit/ Cooked Vegetable/ Dried Fruit/ Fragant/ Green-House/ Hay-like/ Husky/ Leafy/ Leathery/ Mossy/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"Scotland/Islay","Ardbeg Corryvreckan","Single Malt","Ardbeg","Distillery Bottling","","","Bourbon & New French Oak","57.1 % Vol.","700 ml 700 ml 700 ml 700 ml","New Label since 2017","https://static.whiskybase.com/storage/whiskies/1/3/3030/401385-big.jpg","Chocolate/ Citric/ Coal-gas/ Dried Fruit/ Fresh Fruit/ Nutty/ Vanilla/ Sherried/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Fragant/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vegetative/ Yeasty"
"Scotland/Islay","Ardbeg An Oa","Single Malt","Ardbeg","Distillery Bottling","","","Charred New Oak, PX Sherry & 1st Fill Bourbon","46.6 % Vol.","700 ml 700 ml 700 ml 700 ml 700 ml 700 ml 700 ml 750 ml 750 ml 1000 ml 1000 ml 1000 ml","","https://static.whiskybase.com/storage/whiskies/9/9/885/161333-big.jpg","Smokey/ Medicinal/ Citric/ Vanilla/ Honey/ Tobacco/ Sherried/ Kippery/ Oily/ New Wood/ Fresh Fruit/ Chocolate/ Dried Fruit/ Toasted/ Leathery/ Malt Extract/ Coal-gas/ Husky/ Nutty/ Cooked Fruit/ Hay-like/ Mossy/ Rubbery/ Sandy/ Sweaty/ Cooked Mash/ Cooked Vegetable/ Fragant/ Green-House/ Leafy/ Old Wood/ Solvent/ Yeasty/ Plastic/ Vegetative"
"Scotland/Highlands","anCnoc peatheart","Single Malt","Knockdhu","Distillery Bottling","","","Bourbon Barrels","46.0 % Vol.","700 ml 750 ml","40 ppm - Heavily Peated","https://static.whiskybase.com/storage/whiskies/1/0/3078/167533-big.jpg","Citric/ Smokey/ Honey/ Fresh Fruit/ Medicinal/ Sandy/ Vanilla/ Chocolate/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Green-House/ Hay-like/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sherried/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vegetative/ Yeasty"
"France","Armorik Classic","Single Malt","Warenghem","Distillery Bottling","Whisky Breton","","Bourbon","46.0 % Vol.","700 ml","french flag on bottom of frontlabel","https://static.whiskybase.com/storage/whiskies/2/2/9493/408517-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"Scotland/Islay","Ardbeg Uigeadail","Single Malt","Ardbeg","Distillery Bottling","","","Bourbon / Sherry Casks","54.2 % Vol.","700 ml 700 ml","New Label since 2017","https://static.whiskybase.com/storage/whiskies/1/3/4603/400899-big.jpg","Kippery/ Dried Fruit/ Honey/ Medicinal/ Mossy/ Nutty/ Smokey/ Tobacco/ Oily/ Old Wood/ Sherried/ Vanilla/ Chocolate/ Coal-gas/ Citric/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Husky/ Leafy/ Leathery/ Malt Extract/ New Wood/ Plastic/ Rubbery/ Sandy/ Solvent/ Sweaty/ Toasted/ Vegetative/ Yeasty"
"Scotland/Islay","Ardbeg Ten","Single Malt","Ardbeg","Distillery Bottling","","10 years old","Bourbon Barrel","46.0 % Vol.","700 ml","New label used since 06.2017 -","https://static.whiskybase.com/storage/whiskies/2/4/6529/442975-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"Scotland/Islay","Ardbeg Ten","Single Malt","Ardbeg","Distillery Bottling","","10 years old","Bourbon Barrel","46.0 % Vol.","700 ml","Label used from 07.2009 until 06.2017","https://static.whiskybase.com/storage/whiskies/2/5/635/444120-big.jpg","Coal-gas/ Medicinal/ Citric/ Old Wood/ Sandy/ Smokey/ Dried Fruit/ Fragant/ New Wood/ Chocolate/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Mossy/ Nutty/ Oily/ Plastic/ Rubbery/ Sherried/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"Scotland/Islay","Ardbeg Wee Beastie","Single Malt","Ardbeg","Distillery Bottling","","05 years old","Ex-Bourbon and Oloroso Sherry Casks","47.4 % Vol.","700 ml 700 ml 700 ml 700 ml 700 ml 700 ml 700 ml 700 ml 700 ml 700 ml 700 ml 700 ml 700 ml 700 ml 750 ml 750 ml 750 ml","","https://static.whiskybase.com/storage/whiskies/1/5/2827/366361-big.jpg","Smokey/ Coal-gas/ Medicinal/ Chocolate/ Fresh Fruit/ Vanilla/ New Wood/ Leathery/ Citric/ Kippery/ Rubbery/ Solvent/ Oily/ Malt Extract/ Nutty/ Cooked Fruit/ Tobacco/ Hay-like/ Dried Fruit/ Honey/ Sherried/ Sweaty/ Fragant/ Green-House/ Leafy/ Mossy/ Old Wood/ Plastic/ Husky/ Sandy/ Vegetative/ Yeasty/ Cooked Mash/ Cooked Vegetable/ Toasted"
"France","Armorik Sherry Finish","Single Malt","Warenghem","Distillery Bottling","Whisky Breton","","Sherry","40.0 % Vol.","700 ml","","https://static.whiskybase.com/storage/whiskies/2/3/8800/428318-big.jpg","Chocolate/ Citric/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Leathery/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
"Scotland/Highlands","Ardnamurchan AD/","Single Malt","Ardnamurchan","Distillery Bottling","","","Bourbon & Sherry","46.8 % Vol.","700 ml","On box: ADCB042202","https://static.whiskybase.com/storage/whiskies/2/2/5270/415209-big.jpg","Smokey/ Vanilla/ Citric/ Dried Fruit/ Fresh Fruit/ Leathery/ Yeasty/ Chocolate/ Coal-gas/ Cooked Fruit/ Cooked Mash/ Cooked Vegetable/ Fragant/ Green-House/ Hay-like/ Honey/ Husky/ Kippery/ Leafy/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vegetative"
"France","Armorik Double Maturation","Single Malt","Warenghem","Distillery Bottling","Whisky Breton","","Breton oak, oloroso sherry","46.0 % Vol.","700 ml","","https://static.whiskybase.com/storage/whiskies/1/3/9911/307726-big.jpg","Chocolate/ Cooked Fruit/ Hay-like/ Honey/ Leathery/ Citric/ Coal-gas/ Cooked Mash/ Cooked Vegetable/ Dried Fruit/ Fragant/ Fresh Fruit/ Green-House/ Husky/ Kippery/ Leafy/ Malt Extract/ Medicinal/ Mossy/ New Wood/ Nutty/ Oily/ Old Wood/ Plastic/ Rubbery/ Sandy/ Sherried/ Smokey/ Solvent/ Sweaty/ Toasted/ Tobacco/ Vanilla/ Vegetative/ Yeasty"
